# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,value
0,23.75,0.43,24.0,0.0,24.67,0.47,bending2
250,22.67,0.94,24.0,0.0,24.67,0.94,bending2
500,21.33,0.47,24.0,0.0,24.75,0.83,bending2
750,21.0,0.0,24.0,0.0,25.25,1.09,bending2
1000,23.0,0.71,23.75,0.43,24.75,0.83,bending2
1250,24.33,0.47,24.0,0.0,24.25,0.43,bending2
1500,23.75,1.09,24.25,0.43,24.75,0.83,bending2
1750,21.75,0.43,24.0,0.0,24.75,0.43,bending2
2000,20.25,0.43,24.5,0.5,25.75,0.83,bending2
2250,19.0,0.71,24.25,0.43,25.75,1.3,bending2
2500,17.5,0.87,24.25,0.43,25.0,1.0,bending2
2750,15.75,1.3,24.75,0.43,25.0,1.0,bending2
3000,14.0,1.22,24.25,0.43,25.0,0.71,bending2
3250,15.0,0.71,24.75,0.83,25.75,0.83,bending2
3500,15.0,4.06,24.0,0.71,26.25,0.83,bending2
3750,20.75,1.64,22.0,1.41,26.67,0.47,bending2
4000,19.0,2.35,21.5,1.12,26.25,0.83,bending2
4250,17.25,4.92,23.8,0.4,26.4,0.8,bending2
4500,18.5,4.82,23.0,0.71,26.25,1.3,bending2
4750,17.5,1.8,22.25,0.83,26.0,1.22,bending2
5000,14.0,1.87,23.67,0.47,25.0,0.82,bending2
5250,19.0,1.63,21.0,0.0,25.33,0.47,bending2
5500,21.0,0.71,20.75,0.43,24.75,0.83,bending2
5750,21.0,1.22,21.0,0.0,25.0,0.71,bending2
6000,21.33,0.47,22.33,0.94,25.25,0.43,bending2
6250,22.0,0.71,21.0,0.71,26.5,0.5,bending2
6500,23.5,0.5,20.75,0.43,26.5,0.5,bending2
6750,24.75,0.43,21.75,0.83,26.25,0.83,bending2
7000,22.25,1.79,22.0,0.0,26.5,0.87,bending2
7250,20.5,0.5,21.5,0.5,25.25,0.83,bending2
7500,19.0,1.0,22.67,0.47,24.67,0.47,bending2
7750,19.75,0.43,21.25,0.43,25.75,0.43,bending2
8000,20.25,0.83,20.75,1.09,24.25,0.43,bending2
